"","ID","sex","race","class","major","math.level","modality","MEA","MLA","SelfEfficacy","Technology","Cooperative","Deductive","Demonstrative","Inductive","Integrative","Lecturebased","Repetitive","TeacherCtrd","StudentCtrd","SocialEngg","BehaveEngg","Resource"
"16",16,"female","white","yr1","Other","math02","Kinesthetic",1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545,1.44439278096545
"17",17,"female","white","yr1","Other","math01","Auditory",-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503
"18",18,"female","Black","yr2","Health","stats","Kinesthetic",-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599,-0.647716702185599
"19",19,"male","Asian","yr1","Other","math02","Auditory",1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441
"20",20,"female","white","yr3","Business","math03","Visual",1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062,1.35501759417062
"21",21,"male","white","yr2","Business","math03","Auditory",-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434,-0.737091888980434
"22",22,"male","other","yr2","Health","stats","Auditory",0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413,0.203663580869413
"23",23,"male","white","yr5+","STEM","other","Visual",-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376,-0.880109358033376
"24",24,"female","white","yr3","STEM","stats","Kinesthetic",-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547,-0.0605772448400547
"25",25,"female","white","yr1","Health","stats","Kinesthetic",-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322,-1.82086482788322
"26",26,"male","white","yr2","Other","math02","Kinesthetic",1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441,1.12537888400441
"27",27,"female","white","yr2","STEM","other","Visual",0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984,0.258436652120984
"28",28,"male","white","yr3","STEM","other","Visual",0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403,0.273998600949403
"29",29,"female","other","yr3","STEM","math01","Kinesthetic",1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029
"30",30,"male","Asian","yr3","STEM","other","Visual",-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545,-1.58847217203545
"31",31,"female","white","yr2","Business","math03","Auditory",-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725
"32",32,"male","other","yr2","STEM","stats","Kinesthetic",-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957,-1.18008308827957
"33",33,"female","other","yr1","Business","math03","Visual",-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103,-0.0415370781252103
"34",34,"female","white","yr1","STEM","math03","Visual",-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395,-0.418077992019395
"35",35,"female","white","yr3","Other","stats","Kinesthetic",-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083
"36",36,"female","white","yr5+","STEM","other","Kinesthetic",-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183
"37",37,"female","white","yr1","STEM","math02","Kinesthetic",0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994,0.188101632040994
"38",38,"female","Asian","yr1","STEM","stats","Auditory",1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176,1.109816935176
"39",39,"female","white","yr1","Other","math02","Kinesthetic",-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488
"40",40,"male","white","yr1","STEM","math03","Kinesthetic",-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903,-1.51465893406903
"41",41,"male","white","yr1","STEM","math03","Kinesthetic",-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387,-1.53369910078387
"42",42,"male","white","yr1","STEM","math03","Visual",0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248,0.293038767664248
"43",43,"female","white","yr1","STEM","math02","Visual",0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122,0.701427851420122
"44",44,"female","white","yr3","Other","other","Visual",-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725,-0.239327618429725
"45",45,"female","white","yr1","STEM","math02","Visual",0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083,0.382413954459083
"46",46,"female","white","yr5+","STEM","other","Kinesthetic",-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442,-1.19912325499442
"47",47,"female","white","yr2","STEM","math04","Visual",-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958,-1.10974806819958
"48",48,"female","Asian","yr1","STEM","stats","Kinesthetic",-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753,-0.634908699038753
"49",49,"female","white","yr2","Business","math03","Auditory",0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538,0.775241089386538
"50",50,"female","Black","yr5+","STEM","other","Kinesthetic",-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512,-1.69688752554512
"51",51,"male","white","yr1","STEM","math03","Kinesthetic",1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958
"52",52,"male","Black","yr2","Health","stats","Kinesthetic",-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974,-2.01242320461974
"53",53,"female","white","yr2","Other","math01","Kinesthetic",0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568,0.184623414154568
"54",54,"female","white","yr2","STEM","stats","Auditory",-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957,-0.864547409204957
"55",55,"female","white","yr1","STEM","math02","Kinesthetic",-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488,-0.22028745171488
"56",56,"male","white","yr1","STEM","other","Visual",-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768,-1.23372537053768
"57",57,"female","other","yr3","Other","math01","Visual",0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481,0.912026394871481
"58",58,"female","white","yr3","STEM","math04","Kinesthetic",1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116,1.02044174838116
"59",59,"female","white","yr2","STEM","other","Kinesthetic",-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996,-1.78626271233996
"60",60,"male","other","yr2","STEM","math02","Auditory",1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127,1.06785186707127
"61",61,"female","white","yr1","Other","math01","Visual",-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239,-0.437118158734239
"62",62,"female","white","yr2","Business","math02","Kinesthetic",-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505,-1.05262756805505
"63",63,"female","white","yr2","Health","stats","Visual",1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958,1.03600369720958
"64",64,"female","white","yr2","Health","stats","Visual",-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083,-0.456158325449083
"65",65,"female","white","yr5+","STEM","stats","Kinesthetic",1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061,1.42535261425061
"66",66,"male","white","yr4","Other","math01","Kinesthetic",0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247,0.0478381086696247
"67",67,"male","white","yr5+","STEM","other","Kinesthetic",-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456
"68",68,"female","white","yr1","Other","math02","Auditory",-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386,-1.60403412086386
"69",69,"male","white","yr3","STEM","math03","Visual",-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754,-0.628676535470754
"70",70,"male","white","yr1","STEM","math03","Visual",-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061,-1.49909698524061
"71",71,"female","Asian","yr1","STEM","stats","Kinesthetic",-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925,-1.28849844178925
"72",72,"male","white","yr1","Business","math02","Kinesthetic",-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609,-1.37164146501609
"73",73,"female","white","yr2","Other","math01","Visual",-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503,-0.465488110709503
"74",74,"male","other","yr2","Other","math02","Auditory",-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474,-1.09070790148474
"75",75,"male","white","yr2","Business","math03","Kinesthetic",1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029,1.53376796776029
"76",76,"female","white","yr2","Other","math01","Kinesthetic",-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183,-0.573903464219183
"77",77,"male","white","yr3","STEM","other","Visual",-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853,-0.752653837808853
"78",78,"female","white","yr3","STEM","other","Kinesthetic",-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456,-0.32870280522456
"79",79,"male","white","yr1","Business","math02","Kinesthetic",0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149,0.169061465326149
"80",80,"female","white","yr4","Other","other","Kinesthetic",0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699,0.0606461118164699
"81",81,"female","white","yr5+","STEM","math02","Auditory",-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489,-0.14995243163489
"82",82,"female","white","yr1","STEM","stats","Visual",0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373,0.864616276181373
"83",83,"female","white","yr1","Business","stats","Kinesthetic",0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703,0.685865902591703
